1,1745931036.5542376,203.40490341186523
2,1745931037.739907,184.91744995117188
3,1745931038.9271219,186.10405921936035
4,1745931040.1129208,185.3783130645752
5,1745931041.3066642,192.60025024414062
6,1745931042.4947844,186.86699867248535
7,1745931043.6821754,186.00177764892578
8,1745931044.8689396,185.14156341552734
9,1745931046.0541918,184.7059726715088
10,1745931047.2422009,187.54911422729492
11,1745931048.4282858,185.99796295166016
12,1745931049.6125026,183.52413177490234
13,1745931050.800938,187.32786178588867
14,1745931051.987199,185.58168411254883
15,1745931053.1714203,183.84838104248047
16,1745931054.3548486,183.0601692199707
17,1745931055.5477326,192.08097457885742
18,1745931056.7340868,186.00797653198242
19,1745931057.9192545,184.65876579284668
20,1745931059.1060798,185.5020523071289
21,1745931060.2902038,183.03704261779785
22,1745931061.4726841,182.13415145874023
23,1745931062.6588218,184.5841407775879
24,1745931063.8465636,186.981201171875
25,1745931065.03236,184.96036529541016
26,1745931066.2165298,183.5627555847168
27,1745931067.4029343,185.74976921081543
28,1745931068.58822,184.32974815368652
29,1745931069.771609,182.50203132629395
30,1745931070.9661694,193.63689422607422
31,1745931072.1510115,184.02767181396484
32,1745931073.3388765,186.8879795074463
33,1745931074.5272496,187.8523826599121
34,1745931075.712496,184.90958213806152
35,1745931076.900091,186.1124038696289
36,1745931078.0904253,189.4981861114502
37,1745931079.2763882,185.48989295959473
38,1745931080.4601803,183.36892127990723
39,1745931081.6470096,186.10906600952148
40,1745931082.833903,186.17725372314453
41,1745931084.0202703,184.92841720581055
42,1745931085.2085767,187.04915046691895
43,1745931086.395784,186.28311157226562
44,1745931087.5830579,186.13696098327637
45,1745931088.7696376,185.94622611999512
46,1745931089.9555392,185.4546070098877
47,1745931091.1424155,185.86421012878418
48,1745931092.3276136,184.50689315795898
49,1745931093.512408,184.24153327941895
50,1745931094.7016907,187.56771087646484
51,1745931095.8877115,185.5337619781494
52,1745931097.0751102,186.7356300354004
53,1745931098.264383,188.29822540283203
54,1745931099.450809,185.3923797607422
55,1745931100.6440501,192.2435760498047
56,1745931101.831713,186.55967712402344
57,1745931103.0174038,184.92794036865234
58,1745931104.2027488,184.35311317443848
59,1745931105.3899798,185.2090358734131
60,1745931106.5778584,186.60783767700195
